token,BBANDS_upperband,BBANDS_middleband,BBANDS_lowerband,DEMA,EMA,HT_TRENDLINE,macd,macdsignal,macdhist,mfi,willr,ADX,ADXR,APO,aroondown,aroonup,AROONOSC,ad,adosc,obv,atr,natr,trange,EMA-trend,MACD-position,MACD-indicator,Quotes_label
ETHUPUSDT,0.0586895940880344,0.054849955270193,0.262954185740738,0.3710462312132646,0.1092348168340185,0.2241162890415485,0.4061483689220349,0.40215006432148,0.6961311483182493,0.3077989048102624,0.2330359484780259,0.4927816717913992,0.3003904752518743,0.5665263759311346,0.3571428571428571,0.0,0.3214285714285714,0.9499970779752828,0.5615994481796639,0.8777091607113716,0.0865545433455528,0.0959330683784113,0.0185912034504255,Up trend,sell,low,Low position
ETHDOWNUSDT,0.2027735985636182,0.2155599761267823,0.4661456420954981,0.2108457531301882,0.3530698084774363,0.2759288668302641,0.2665826468839412,0.253156440063089,0.4529107552120235,0.5679352991427844,0.433795388482381,0.2745187659173455,0.0222790431209986,0.3713341229926077,0.0,0.3571428571428571,0.6785714285714286,0.039518263348459,0.8326742901142636,0.1697082480446161,0.2953272029134598,0.0198420472027485,0.0385999393196237,Down trend,buy,high,High position
ADAUPUSDT,0.2741163336661924,0.2926799834451433,0.278711971405441,0.3678209154953897,0.5991235804770687,0.5050147172645396,0.0063001814582953,0.0,0.4718415814748775,0.2242176670226824,0.3109535265257248,0.5657382513314466,0.5687538775654581,0.1142233166485395,0.3571428571428571,0.0,0.3214285714285714,0.971110949120961,0.3393707205128501,0.8662100311554956,0.5785724873067193,0.374025332418037,0.0408361989338853,Up trend,sell,low,Low position
ADADOWNUSDT,0.0006736291162814,0.0010064900192969,0.4209073034882608,0.9495653310109032,0.0,0.0003196297845603,0.8534487997343282,0.5368936944518846,0.8272734625170889,0.7195245659547871,0.341806767708252,0.067590164830069,0.0,0.5291613224917707,0.6428571428571429,0.3571428571428571,0.3571428571428571,0.1118772518196248,0.815935638935509,0.2525922789414904,0.0,0.0026878462795389,6.32991129847785e-05,Down trend,buy,high,High position
LINKUPUSDT,0.0150545434179609,0.0145574958053319,0.0993801664478331,0.1782534752929837,0.0209646271815517,0.0357858376492465,0.5264153419656741,0.529253589190182,0.7001509970878421,0.3751584039686805,0.2010245687758111,0.2771707053878134,0.0,0.624928104443414,0.3571428571428571,0.0,0.3214285714285714,0.4981824887352746,0.5543493808044682,0.6720592174634692,0.0329089017320843,0.1244442880123955,0.0093574091673368,Up trend,sell,low,Low position
LINKDOWNUSDT,0.0052524710001204,0.0073956820883745,0.4075201480169348,0.1995835619068031,0.0,0.0060975105168044,0.9302597616926136,0.9525097331991244,0.7857574377606839,0.5088815565490019,0.452113508720071,0.0592434813641833,4.6865132109711455e-05,0.859103532721918,0.0,0.4285714285714286,0.7407407407407407,0.0061579368926204,0.976785038738308,0.0033051117412039,0.0,0.0581925384084807,0.0006303994009036,Down trend,buy,high,Low position
VTHOUSDT,0.1573450057450275,0.1841585063473382,0.2044712896369937,0.4790611680239232,0.2797578785063671,0.469561133734084,0.350767650664368,0.3401591006325497,0.4757237275436391,0.3772786156450908,0.5143847639108302,0.519088490394279,0.5913680028093595,0.3294508782846329,0.3571428571428571,0.0,0.3214285714285714,0.0391025703883505,0.6032063414705675,0.5582417533020558,0.1385689930329641,0.1374580855368313,0.048984341938214,Up trend,sell,low,Middle
DGBUSDT,0.0519751041170248,0.0631790602511643,0.0759674553631257,0.3208071989917373,0.1229609479334526,0.2327075601900322,0.3158506925617603,0.2906922889979791,0.7357902395069899,0.1823767111145632,0.1991997296401041,0.4229282539296589,0.1149077008899864,0.4298465812548842,0.9285714285714286,0.0,0.0357142857142856,0.3595598348342849,0.3809078573820089,0.817453282415363,0.0457466418596076,0.1181702527843489,0.0172235618325869,Up trend,sell,low,Low position
GBPUSDT,0.012914999612129,0.0,0.0607809035211897,0.0,0.0,0.0,0.0914956545556427,0.0793123442740356,0.4427781690283027,0.059493782344927,0.1848051229346195,0.0076592237945078,0.0486171775040776,0.3281552252890001,0.9285714285714286,0.3571428571428571,0.2142857142857142,0.4905584319262663,0.5002288760667988,0.2926805561321214,0.1053248058357506,0.1193048452869565,0.0235571260306242,Up trend,sell,low,High position
SXPUSDT,0.1332804888389204,0.1496665573412043,0.2246334518055212,0.2861590603465489,0.2751515698579168,0.3395533150213877,0.3560444754480564,0.3164076368052421,0.4845207860281337,0.1375197473267911,0.2726129763518241,0.4514476875758092,0.331257876347201,0.4455224877489755,0.3571428571428571,0.0,0.3214285714285714,0.7851429704800724,0.3622240868875639,0.7941446237089801,0.1638951516086524,0.1221115094437451,0.0410893454371714,Up trend,sell,low,Low position
MKRUSDT,0.0103239407889188,0.0482216895229211,0.1256530567937941,0.0747916104832672,0.0782264838301368,0.0570039777739786,0.1160420886464401,0.095030954778882,0.7334801919589798,0.331114557531425,0.1730240884046604,0.5516727419634142,0.4431658723329201,0.2925015452404185,0.5714285714285715,0.0,0.2142857142857142,0.7156800111280964,0.0606090657529018,0.15283555067231,0.0388505543715979,0.1397993648615126,0.0063940232329695,Up trend,sell,low,Low position
DCRUSDT,0.005390540382403,0.0,0.0092472687649902,0.0427859734171721,0.0975299160876719,0.0775400370979094,0.2123136184761327,0.134882887473095,0.5498766825755819,0.2649100537664738,0.182097509260626,0.9562219517157964,0.7591436135361054,0.3064799275714294,0.9285714285714286,0.0714285714285714,0.0714285714285713,0.8178880280414225,0.0861357642111788,0.1027342814861267,0.0804832114152554,0.2876150791677947,0.0540102619497706,Up trend,sell,low,Low position
STORJUSDT,0.1798334179738607,0.1798708610436679,0.2034428307385543,0.5552376845391518,0.2669559566172365,0.7368548375163421,0.444314294720132,0.4715052484367303,0.2906884677997035,0.0836390044890359,0.2742003557078711,0.4647278952633761,0.3037840311878739,0.3656322596303863,0.9285714285714286,0.0,0.0357142857142856,0.340401886629866,0.696402738334385,0.7847695971823296,0.1549693432663817,0.1330154008676051,0.0716280068728522,Up trend,sell,low,Low position
BNBUPUSDT,0.041274394486997,0.0266433489194064,0.1652057322238527,0.3459826354782405,0.0657412242438253,0.1621666561331905,0.5285711361893227,0.5121456960529701,0.7767809194844165,0.3965003896500911,0.5329327830516655,0.7702478921262875,0.7007579713594488,0.6503914368319771,0.7142857142857143,0.0,0.1428571428571428,0.9913311844795384,0.6333672369342317,0.3030781016507501,0.0620387691609657,0.0609994474760141,0.0193404019095303,Up trend,buy,low,Low position
BNBDOWNUSDT,0.0185268076265815,0.0224634916257091,0.3961237313712636,0.0428616543946147,0.0020960766958107,0.0138014521467188,0.3704675910791025,0.2017280526741344,0.8999449464944872,0.6448622006809192,0.1352987019031148,0.3216471626186186,0.1496248586194811,0.310359892863261,0.0,0.7142857142857143,0.888888888888889,0.0005053675025332,0.999989113526316,0.0003689198697177,0.0020836037115523,0.077440365100885,0.0012073660068537,Down trend,buy,high,High position
XTZUPUSDT,0.0367245541511362,0.0349108818011257,0.1580007359524807,0.7361702413787433,0.0464694848540612,0.197041894732223,0.8811969613210446,0.9168974647639,0.5042003827657273,0.563077669524,0.365058410513034,0.1974244561520369,0.5082235927717108,0.6973420557709724,0.4285714285714286,0.6428571428571429,0.6071428571428572,0.9403368292667243,0.5014629728637974,0.4394627586096452,0.0544311056776806,0.0706748395808204,0.0106957547169811,Up trend,sell,low,Low position
MANAUSDT,0.1744666672743558,0.1852141639081157,0.2277475316374004,0.4455078852784018,0.2106735985313913,0.5481209769276506,0.3443035353954911,0.2766859025102311,0.6199913514059786,0.2889349790547701,0.3590285041833235,0.5088293965560444,0.456558575259718,0.4323717902375542,0.3571428571428571,0.0,0.3214285714285714,0.9260927883394398,0.1848873773583995,0.5724097265958109,0.0909307008658696,0.1351013534408398,0.0423514538558787,Up trend,sell,low,Low position
AUDUSDT,0.1458014284610841,0.1438285530132115,0.1568500705781313,0.0724226025073314,0.0,0.1008965413431765,0.4069704142496638,0.3422258527464609,0.4448363096814615,0.3189867091037379,0.3290996868671026,0.2235289340480573,0.1931257057115741,0.23593581624667,0.9285714285714286,0.2857142857142857,0.1785714285714285,0.1868613776539737,0.3899557487849536,0.3534051080555854,0.1887998308593044,0.2195695754624468,0.1311827956989246,Up trend,sell,low,High position
YFIUSDT,0.0309855057583243,0.0412458289238313,0.0670215707404658,0.0996038418961474,0.0530762340342506,0.0569570175687751,0.2007337834503042,0.2170211593207543,0.6367404911404162,0.0942701508739762,0.3056213781108685,0.6558681033387285,0.6721911706632768,0.3790182688638623,0.3571428571428571,0.0,0.3214285714285714,0.7237919095640962,0.1404277534676722,0.6982587278612737,0.0331136055783972,0.0838092069212728,0.0,Up trend,sell,low,Middle
BALUSDT,0.0497242684756443,0.0632031507429663,0.0982064112285285,0.3516994360212405,0.0797510895378494,0.1342629993690531,0.5389593229560169,0.5623900178043191,0.6665194041492686,0.2527862362022537,0.137658406864145,0.2688077966370402,0.1726313028645686,0.5820109957168335,0.9285714285714286,0.0,0.0357142857142856,0.407046841232838,0.2026561759518829,0.5336051177217347,0.0843565314566097,0.1602066235632031,0.002122207095379,Up trend,sell,low,Low position
BLZUSDT,0.1685884684913237,0.1913355012391664,0.2251375741461146,0.6271249161164855,0.2599839131204386,0.6547206039744191,0.5937411844751557,0.5969339480486965,0.4753729077103169,0.0508890184536591,0.3017327304265636,0.3990452869840299,0.4153719524464062,0.5552304349483479,0.3571428571428571,0.0,0.3214285714285714,0.3402043225591215,0.4983686440374507,0.8860724965764079,0.1659599498913516,0.1049638504079034,0.0366341385378339,Up trend,sell,low,Middle
IRISUSDT,0.2634446747603218,0.2490454593397319,0.2150340748667872,0.7616774115612808,0.4108718387607943,0.8960344349064294,0.5840221191430613,0.7190184288177756,0.1273890689932466,0.3171970472444921,0.0348243159529828,0.4119156395077534,0.6671708360265245,0.5887575386241879,0.9285714285714286,0.2857142857142857,0.1785714285714285,0.00169507081597,0.7562718184423911,0.7844360516998414,0.4168513120915339,0.2694416328245161,0.0048895899053627,Up trend,sell,low,Middle
KMDUSDT,0.0697561600351217,0.0857800447872604,0.1197990077509662,0.4218661960930615,0.1146534800514124,0.2596593748045423,0.6273848163343374,0.6504276438579002,0.4265630956442383,0.8509881832090131,0.2252011527071851,0.1124254151256373,0.1365452348306503,0.5979609116262172,0.3571428571428571,0.0,0.3214285714285714,0.0347698060408841,0.0885980819668023,0.836647483077771,0.0957581558427383,0.2176050265565021,0.0189385597885927,Up trend,sell,low,Middle
JSTUSDT,0.1599796201647961,0.1744838092768468,0.2285765069135384,0.6353674824550298,0.2891925833062754,0.6798352151515464,0.5177125871080015,0.6262429779906068,0.3590706082587102,0.2537390560230079,0.1405181815409237,0.521309963875373,0.5226534799863733,0.4785066806745335,0.9285714285714286,0.0714285714285714,0.0714285714285713,0.97711723220801,0.534013615522122,0.681094270888989,0.1582567464060532,0.2059961177851454,0.0625950880243426,Up trend,sell,low,Middle
SRMUSDT,0.461722625564943,0.5200088282522088,0.5481342371051899,0.722108986709551,0.8640922157562556,0.9373577359150058,0.2953653501215744,0.4101429716734078,0.3069584618172661,0.2066184091923885,0.1399914902565457,0.3738804031880883,0.645257772023254,0.2557646873624642,0.7142857142857143,0.2142857142857143,0.25,0.6678630218984007,0.2724091184732828,0.86537042215595,0.5823847071098378,0.1993933931797976,0.0945783132530119,Up trend,sell,low,Middle
ANTUSDT,0.0990302919421583,0.110307520035328,0.1661908821177099,0.5983710455236513,0.2187264339570263,0.5789091390998156,0.5646302061975644,0.6369168257832152,0.3757594910241587,0.411400485366064,0.0800142017953541,0.3232946222423141,0.4878872650060606,0.5757592467730622,0.8571428571428572,0.1428571428571428,0.1428571428571428,0.022405208381447,0.3839444740981875,0.8958226572016138,0.2383329861563241,0.226237549733823,0.019086007153916,Up trend,sell,low,Middle
CRVUSDT,0.361861864918716,0.4353674832962144,0.5708556883567188,0.8483025215179953,0.4831631660929429,0.9502276203276108,0.654517374843004,0.7918602474960734,0.4657988515122991,0.362742421718324,0.2311521407629908,0.1873097884820406,0.4618497138033788,0.7084588442284944,0.7142857142857143,0.0,0.1428571428571428,0.6003760372728251,0.1463010810014777,0.7064706219058837,0.3990063152364686,0.1732128978277609,0.041708043694141,Up trend,sell,low,High position
SANDUSDT,0.5273796344284224,0.5478842145508812,0.513219179213954,0.6760200455377098,0.8500470709063075,0.7707354989173372,0.1789871139970517,0.2070450388726505,0.3219193300876979,0.0678910853705064,0.3877876424863856,0.2745319721366198,0.3725334086146563,0.0716506324239915,0.3571428571428571,0.0,0.3214285714285714,0.3610998310949823,0.4985553252556484,0.7081395466812357,0.5066056282491882,0.0835385328074819,0.1739721667679309,Up trend,sell,low,Low position
OCEANUSDT,0.1882145996314905,0.1929712552780881,0.1940113250024687,0.5763386215003728,0.2810210547902186,0.6137278778441962,0.509359736817372,0.5355944437805145,0.560283012737654,0.2250051048517087,0.2009220179979661,0.1452536288899955,0.1517488466731572,0.5442383289327782,0.3571428571428571,0.0,0.3214285714285714,0.5273904777833098,0.5920830213438621,0.8354483532867455,0.2550734750093459,0.1586038055407897,0.048212648945921,Up trend,sell,low,Low position
NMRUSDT,0.2006450759067103,0.2418118734065593,0.3131104643463686,0.7432132385015362,0.2734800374603092,0.6557345273555786,0.6497513864542761,0.6496937603116312,0.6476558509827597,0.6857807841664013,0.1932602248749843,0.5844145167803364,0.5347379127876355,0.5675007003416926,0.3571428571428571,0.1428571428571428,0.3928571428571428,0.00205249998009,0.3773529482802442,0.9168615965517416,0.1975937584889327,0.1957206152774214,0.0244606680908002,Up trend,sell,low,High position
DOTUSDT,0.4293319961491108,0.5072335498168844,0.5062559611735962,0.8292451794632884,0.6064757566429372,0.8806785168860524,0.5272095810284214,0.6309323642706857,0.4629953468463753,0.1309549973300846,0.2696031002432513,0.3542377590742446,0.4430665977276777,0.580887966842922,0.3571428571428571,0.0,0.2962962962962963,0.912049904929892,0.2010102235682448,0.5279014798220562,0.3880818494064982,0.1578073674043283,0.0564971751412429,Up trend,sell,low,High position
LUNAUSDT,0.817831170064031,0.8992838883739607,0.8907255935891368,0.9752817491139004,1.0,0.9992568956658556,0.5311639168352822,0.5385869304112912,0.5108578427223393,0.542210390174303,0.8689728617887392,0.127862764452132,0.2752378683979525,0.360532324084169,0.3571428571428571,0.5714285714285715,0.6071428571428572,0.9279356269792978,0.6837935838448009,0.988052982041738,0.949254406186872,0.1025082023681803,0.3698567509905517,Up trend,sell,low,High position
RSRUSDT,0.1081629555973586,0.1264806263802451,0.1633751355635992,0.4207823944937707,0.1912852394107942,0.4325019974512332,0.5020381966907743,0.4993577076818587,0.6831342244620117,0.1394595119932526,0.2213370217798562,0.1659909050308951,0.1859900914998115,0.5647581088639366,0.3571428571428571,0.0,0.3214285714285714,0.036512757701062,0.3097331674904527,0.5366876054470715,0.1516682607671221,0.1602904388227283,0.03584229390681,Up trend,sell,low,Low position
PAXGUSDT,0.0975017505892976,0.0930482094858179,0.117477918901662,0.0,0.0472390633933286,0.0022245218383123,0.2818770517148642,0.2747230289654233,0.6242042745842978,0.5636632913215125,0.5101246795424416,0.3266428170050661,0.2083411531647414,0.3869064618532568,1.0,0.0,0.0,0.1960011304799808,0.7757362424505833,0.8208818510567163,0.1036094486551555,0.1306057278858625,0.2096848175086824,Up trend,sell,low,High position
WNXMUSDT,0.1292830375112397,0.1092688152041792,0.1121645667153231,0.3126379132801364,0.2618121678653143,0.330045419972937,0.128073979689003,0.1723311279134607,0.5936949503789648,0.5524219146096585,0.1902362417374812,0.3508316756644091,0.3372065521596736,0.2943824239316001,0.9285714285714286,0.1428571428571428,0.1071428571428571,0.1370679704675382,0.5182908959436028,0.3895292277575996,0.1180144994573108,0.1990598222374417,0.0932263393910784,Up trend,sell,low,Low position
TRBUSDT,0.1036011433244508,0.1269473802417836,0.1688874290429346,0.468042882556705,0.1992541502550662,0.3849594753022663,0.3588966465037418,0.3674928053408514,0.5422950211563984,0.4229448924721887,0.0980545992237757,0.3237356710152614,0.2808883701457459,0.4732217349984614,0.7142857142857143,0.0714285714285714,0.1785714285714285,0.0259995638368974,0.5294908311133093,0.9382862467237144,0.1193122760389658,0.1325212274636894,0.0078544157962896,Up trend,sell,low,Middle
BZRXUSDT,0.1131493104196841,0.1264739346297064,0.160199601619762,0.4702094353649081,0.1519799730631579,0.3977222979042551,0.6391280190302887,0.6111635266099265,0.6667593828101415,0.4331135581512201,0.3436186137014918,0.261142518503584,0.2619114398120128,0.6596511303321805,0.4285714285714286,0.0,0.2857142857142857,0.0271393865065563,0.0297745541788461,0.7324211862662157,0.1585629844641196,0.1579270795589702,0.0061470371281042,Up trend,sell,low,Low position
SUSHIUSDT,0.2810928964955577,0.3064401981599431,0.3381395532903551,0.5923531074360794,0.4331360271973473,0.561872311950363,0.2753091082939672,0.3366276629819849,0.478867826674864,0.1133015961832403,0.2436532163597163,0.1088475981111879,0.234271043027727,0.2746796661803385,0.7142857142857143,0.0,0.1428571428571428,0.7236845906478826,0.2893032989952111,0.3713473089281469,0.2386510814978043,0.2111435282910591,0.0350784881171621,Up trend,sell,low,Middle
YFIIUSDT,0.4581174521600605,0.5537614537056497,0.613147628979919,0.6883193368284525,0.8807100770216778,0.7820120917898452,0.082335609301752,0.1041011831551718,0.3300080556139046,0.4688320857523833,0.2293107371123875,0.1233648818988474,0.1836575173316395,0.119789612013661,0.7142857142857143,0.2142857142857143,0.25,0.6556680242884463,0.537873232429625,0.755296439922016,0.567136766960865,0.1844978483169486,0.0350580304889227,Up trend,sell,low,Low position
KSMUSDT,0.2824541360746557,0.3838613269575611,0.4473453659173384,0.7641516185028996,0.5405584047290536,0.8317984796994446,0.5051216905246615,0.5811102766817481,0.4292327545711355,0.295083028862505,0.2699223426556252,0.4114976111662587,0.238186960282824,0.4270539823244288,0.3571428571428571,0.0,0.2962962962962963,0.8609609198089003,0.5086940387308754,0.92533793719511,0.2224527293441073,0.1005309346429965,0.0140641984072406,Up trend,sell,low,Middle
EGLDUSDT,0.7028445333032093,0.7208743126318075,0.7085247978855348,0.938620346876954,0.9942206759904438,0.999712871619886,0.5042028074309358,0.6636480975095014,0.1036442099901425,0.3363383651857092,0.3596351762037844,0.2371098968907329,0.602259762393397,0.3944227325050731,0.3571428571428571,0.0714285714285714,0.3571428571428571,0.6348185318356829,0.261819318973792,0.9446109455271458,0.8411013291037033,0.3207568853744073,0.1000890722422765,Up trend,sell,low,High position
DIAUSDT,0.0980630751952656,0.1023963973623543,0.1312520587214071,0.5491724789979681,0.1440848099546922,0.3461694019828162,0.6336659284289529,0.6436292050674302,0.5267052624765161,0.1392224001128869,0.3293118353870283,0.2544359062543749,0.3641479457640059,0.6038626510291928,0.3571428571428571,0.0,0.3214285714285714,0.0065551254205702,0.3975298025302841,0.6463530250625986,0.1413434723918632,0.1712330745983854,0.0181582360570687,Up trend,sell,low,Low position
RUNEUSDT,0.1716259430571167,0.210224733867788,0.2433863281600227,0.4409334058551021,0.2764651904866546,0.3810578212114547,0.2652530101533477,0.3094663357575326,0.6232087606904237,0.3400098322290832,0.1351088450541299,0.0013091398093752,0.0669462779870271,0.4527277525649636,0.9285714285714286,0.0,0.0357142857142856,0.3756629969808617,0.2675906461605341,0.7729575711865128,0.1160475338414608,0.2205492662700574,0.0217648665877424,Up trend,sell,low,Low position
FIOUSDT,0.0279508145500324,0.0452491984844066,0.138904206505762,0.2982927847556348,0.1132872163635997,0.4189827564908143,0.5781097010923287,0.5685000335314007,0.4694448758668613,0.7714713411270899,0.1293535069612192,0.2167101868088905,0.2673949245390673,0.5552476134486714,0.8571428571428572,0.2142857142857143,0.1785714285714285,0.0031807679278731,0.6789073868372137,0.9164793899447456,0.0480001307964713,0.1508622656434756,0.0365488316357099,Up trend,sell,low,Middle
UMAUSDT,0.038731349795537,0.0418469607567667,0.0494774597255075,0.2695472383974662,0.0832559730620561,0.1637680886922173,0.563177866282538,0.5885084936332166,0.6779520505504324,0.0,0.1221817762764472,0.3618060026872569,0.3864564962229228,0.6561785035908827,0.7142857142857143,0.0,0.1428571428571428,0.022783563162396,0.4272525407129892,0.4721103274561377,0.1116635913524557,0.1694427456307073,0.0137679356390478,Up trend,sell,low,Low position
EOSUPUSDT,0.0,0.0,0.0837095368650956,0.0595451913441321,0.0,0.0034682577744218,0.3149424853151814,0.3365294689817449,0.5038516536993279,0.1873998491815389,0.0964581263404794,0.80775573232973,0.7292195114937197,0.4547760324788773,0.9285714285714286,0.0714285714285714,0.0714285714285713,0.3894362311140181,0.2419940885241071,0.0549283673204216,0.0160189421059642,0.1661171474884964,0.0020803308477974,Up trend,sell,low,Low position
EOSDOWNUSDT,0.0025007027032023,0.0040643035988958,0.1130744316649422,0.9571038840747746,0.0023416546232374,0.1178414246686443,0.999706978876082,1.0,0.0225991631621731,0.8199831717522692,0.6852340309465851,0.536081712132442,0.4392770099828564,0.9865799470155922,0.0714285714285714,0.9285714285714286,0.9285714285714286,0.1137347494716342,0.8507149126500377,0.8420736295378155,0.000480638018707,0.0033132747970296,0.0009769565341712,Down trend,buy,high,High position
TRXUPUSDT,0.0041184723128205,0.004554863392067,0.203559650702746,0.8421696206671578,0.0052597695266795,0.0454379502889567,0.9424713205317962,0.9782223750022312,0.7081384934139479,0.1869959296614363,0.1442447411829307,0.6387516601705818,0.6199444459282815,0.9124775590410132,0.9285714285714286,0.0,0.0357142857142856,0.4852216345540575,0.7975045495736479,0.4198231147185269,0.0085037362908756,0.0186590086325261,0.0022216573462125,Up trend,sell,low,Low position
XRPUPUSDT,0.0710491996428352,0.087749078764552,0.2050155904307695,0.4331249665088166,0.169872334568138,0.377281847476962,0.453821712276959,0.3987618734919607,0.692984734197939,0.3084601493467511,0.3249656026756211,0.2240913900606735,0.0,0.5405283140955514,0.3571428571428571,0.0,0.3214285714285714,0.9091452257662356,0.3762100069472292,0.3179422258966269,0.1208572062909247,0.1242260761133271,0.0142696979134226,Up trend,sell,low,Low position
XRPDOWNUSDT,0.0030696418503629,0.0067570986687573,0.7613382532112531,0.0626053755410993,0.0,0.0099705345586555,0.910456545793182,0.9278448873842178,0.690925815040247,0.7890951509847197,0.4110305662705224,0.0,0.0,0.9167764741784488,0.0,0.3571428571428571,0.6785714285714286,0.0057453475844512,0.9980387643811632,0.0346126402224927,0.0,0.0533988702352319,0.000264464426201,Down trend,buy,high,High position
DOTUPUSDT,0.0194027706976115,0.0204774694809162,0.1980318256347632,0.4863058898126259,0.0328513658968624,0.1376376957406122,0.8780881137962533,0.8971597751804662,0.5496838294774188,0.3087908217968937,0.134584607417726,0.4642474785905545,0.4135082183201891,0.7885226032015276,0.9285714285714286,0.0,0.0357142857142856,0.3638342445091617,0.7361860462454698,0.1666012410125329,0.0516074842273625,0.0859884481505195,0.0064493792967011,Up trend,sell,low,Low position
DOTDOWNUSDT,9.140533508732876e-05,0.0001420146286184,0.4090699004145016,1.0,0.0,0.0,0.7796212344858482,0.5235709517958298,0.8026923105891155,0.6094692661580104,0.257388215961197,0.0148585980228499,0.0,0.5037180601515171,0.5,0.2857142857142857,0.4074074074074074,0.1379604746669202,0.9096130401898396,0.3939163034999012,0.0,0.0107041468424572,2.2188755821944093e-05,Down trend,buy,high,Low position
BELUSDT,0.1168181960415547,0.125895932681513,0.1643937405692043,0.4353501072451294,0.170858157342331,0.4426826061646752,0.5871991479777052,0.5563967156556903,0.5105123457501936,0.3856291022546788,0.3188499474616817,0.4565872362739121,0.4123649399074742,0.5902636476273685,0.3571428571428571,0.0,0.3214285714285714,0.0396004537281441,0.3492899563392361,0.9624586362205728,0.1315119448565929,0.1329639525331443,0.0132749418365948,Up trend,sell,low,Low position
WINGUSDT,0.0351043439563243,0.0317557695567593,0.0643268774298173,0.4219811306720811,0.0830546243127163,0.4374879193876387,0.5700330260847142,0.6111506229509299,0.252698627204084,0.5225342446909311,0.0909473846866884,0.1768520882484404,0.1866438035013119,0.5613957101123477,0.9285714285714286,0.1428571428571428,0.1071428571428571,0.0002519639946517,0.338590545224865,0.9148789745839284,0.0841600227674471,0.2324005981263195,0.0037955597150729,Up trend,sell,low,Low position
LTCUPUSDT,0.0026705220243146,0.0040133307324847,0.1427821830921685,0.2114811757432978,0.011610850724536,0.0355269428858967,0.5243977411358616,0.5770155505013468,0.6304050894870318,0.2326757924448991,0.1975275401740204,0.0835895568377098,0.0,0.6083444026113768,0.9285714285714286,0.0,0.0357142857142856,0.0377482979575776,0.937784018142036,0.0105664833032643,0.0265871492517106,0.0795982351617479,0.0090642108698016,Up trend,sell,low,Low position
LTCDOWNUSDT,0.5367760467843522,0.6897263282275569,0.7816730506135757,0.7165861116154163,0.9859953392175016,0.7513292441070323,0.1844777230104161,0.082774189804124,0.4813835074087993,0.8085888211153833,0.4825828642901814,0.2361171966100306,0.2382933805432318,0.3298836694420306,0.0,0.9285714285714286,0.9642857142857144,0.0731888996442405,0.9609229935288536,0.3142959203316057,0.7493270971003604,0.0252294005873436,0.0766665447399875,Down trend,buy,high,Low position
UNIUSDT,0.2501918777926287,0.2808298729987618,0.3129117134231426,0.4736986882954136,0.2704631838490917,0.412380211857793,0.4561261086240178,0.3270518901720632,0.7956820177181607,0.454845503770855,0.6698073713944133,0.3944125040562389,0.3015133353546626,0.4851994727823066,0.7142857142857143,0.0,0.1428571428571428,0.8143813983901139,0.1933534965270934,0.6373867170736442,0.2216488672951012,0.1437792044613358,0.0280453864268893,Down trend,buy,transforming,Middle
NBSUSDT,0.0376809868019926,0.0529243018558628,0.1128009604162669,0.446211102909217,0.0693579112393149,0.3463823043914154,0.7355053655099859,0.747671085134543,0.4450388476642227,0.5424899295445672,0.1552687662798957,0.1014069656710481,0.1659246941956293,0.7318838275601117,0.7142857142857143,0.0714285714285714,0.1785714285714285,0.0002522151053364,0.6536261634267356,0.8871171632192985,0.0766752570181563,0.137474790240474,0.0176344086021505,Up trend,sell,low,Middle
